Ranking,Team Name,Hyperlink,Wins,Losses,Ties,Winning Percentage,Season
285,Morehead St. (OVC),https://stats.ncaa.org/team/444.0/10561,10,39,0,0.204,2010-11
286,Harvard (Ivy League),https://stats.ncaa.org/team/275.0/10561,9,36,0,0.200,2010-11
287,UMES (MEAC),https://stats.ncaa.org/team/393.0/10561,9,41,0,0.180,2010-11
287,Chicago St. (GWC),https://stats.ncaa.org/team/136.0/10561,9,41,0,0.180,2010-11
289,Niagara (MAAC),https://stats.ncaa.org/team/482.0/10561,8,40,0,0.167,2010-11
290,Hartford (America East),https://stats.ncaa.org/team/272.0/10561,6,43,1,0.130,2010-11
291,Coppin St. (MEAC),https://stats.ncaa.org/team/165.0/10561,5,39,0,0.114,2010-11
292,New Orleans (New Orleans),https://stats.ncaa.org/team/474.0/10561,4,50,0,0.074,2010-11
1,Utah Valley (GWC),https://stats.ncaa.org/team/30024.0/10942,47,12,0,0.797,2011-12
2,Stony Brook (America East),https://stats.ncaa.org/team/683.0/10942,52,15,0,0.776,2011-12
3,Purdue (Big Ten),https://stats.ncaa.org/team/559.0/10942,45,14,0,0.763,2011-12
4,UCLA (Pac-12),https://stats.ncaa.org/team/110.0/10942,48,16,0,0.750,2011-12
5,Florida St. (ACC),https://stats.ncaa.org/team/234.0/10942,50,17,0,0.746,2011-12
6,Baylor (Big 12),https://stats.ncaa.org/team/51.0/10942,49,17,0,0.742,2011-12
7,North Carolina (ACC),https://stats.ncaa.org/team/457.0/10942,46,16,0,0.742,2011-12
8,Arizona (Pac-12),https://stats.ncaa.org/team/29.0/10942,48,17,0,0.738,2011-12
9,Army West Point (Patriot),https://stats.ncaa.org/team/725.0/10942,41,15,0,0.732,2011-12
10,UCF (CUSA),https://stats.ncaa.org/team/128.0/10942,45,17,0,0.726,2011-12
11,LSU (SEC),https://stats.ncaa.org/team/365.0/10942,47,18,0,0.723,2011-12
12,Kentucky (SEC),https://stats.ncaa.org/team/334.0/10942,45,18,0,0.714,2011-12
13,South Carolina (SEC),https://stats.ncaa.org/team/648.0/10942,49,20,0,0.710,2011-12
14,Oregon (Pac-12),https://stats.ncaa.org/team/529.0/10942,46,19,0,0.708,2011-12
15,Texas A&M (Big 12),https://stats.ncaa.org/team/697.0/10942,43,18,0,0.705,2011-12
16,San Diego (WCC),https://stats.ncaa.org/team/627.0/10942,40,17,0,0.702,2011-12
17,Kent St. (MAC),https://stats.ncaa.org/team/331.0/10942,47,20,0,0.701,2011-12
17,Florida (SEC),https://stats.ncaa.org/team/235.0/10942,47,20,0,0.701,2011-12
19,Delaware St. (MEAC),https://stats.ncaa.org/team/178.0/10942,40,17,1,0.698,2011-12
20,Campbell (Big South),https://stats.ncaa.org/team/115.0/10942,41,18,0,0.695,2011-12
20,Stanford (Pac-12),https://stats.ncaa.org/team/674.0/10942,41,18,0,0.695,2011-12
20,Saint Louis (Atlantic 10),https://stats.ncaa.org/team/609.0/10942,41,18,0,0.695,2011-12
20,App State (SoCon),https://stats.ncaa.org/team/27.0/10942,41,18,0,0.695,2011-12
24,Coastal Carolina (Big South),https://stats.ncaa.org/team/149.0/10942,42,19,0,0.689,2011-12
25,DBU (DBU),https://stats.ncaa.org/team/1045.0/10942,41,19,0,0.683,2011-12
25,Indiana St. (MVC),https://stats.ncaa.org/team/305.0/10942,41,19,0,0.683,2011-12
25,Liberty (Big South),https://stats.ncaa.org/team/355.0/10942,41,19,0,0.683,2011-12
25,Rice (CUSA),https://stats.ncaa.org/team/574.0/10942,41,19,0,0.683,2011-12
29,NC State (ACC),https://stats.ncaa.org/team/490.0/10942,43,20,0,0.683,2011-12
30,Arkansas (SEC),https://stats.ncaa.org/team/31.0/10942,46,22,0,0.676,2011-12
31,Southern U. (SWAC),https://stats.ncaa.org/team/665.0/10942,33,16,0,0.673,2011-12
32,Virginia (ACC),https://stats.ncaa.org/team/746.0/10942,39,19,1,0.669,2011-12
33,Oregon St. (Pac-12),https://stats.ncaa.org/team/528.0/10942,40,20,0,0.667,2011-12
33,Jackson St. (SWAC),https://stats.ncaa.org/team/314.0/10942,34,17,0,0.667,2011-12
33,North Dakota St. (Summit League),https://stats.ncaa.org/team/493.0/10942,40,20,0,0.667,2011-12
36,Tulane (CUSA),https://stats.ncaa.org/team/718.0/10942,38,20,0,0.655,2011-12
37,Louisville (AAC),https://stats.ncaa.org/team/367.0/10942,41,22,0,0.651,2011-12
38,Southeastern La. (Southland),https://stats.ncaa.org/team/655.0/10942,39,21,0,0.650,2011-12
39,Missouri St. (MVC),https://stats.ncaa.org/team/669.0/10942,40,22,0,0.645,2011-12
39,Sam Houston (Southland),https://stats.ncaa.org/team/624.0/10942,40,22,0,0.645,2011-12
39,TCU (Mountain West),https://stats.ncaa.org/team/698.0/10942,40,22,0,0.645,2011-12
42,Mercer (ASUN),https://stats.ncaa.org/team/406.0/10942,38,21,0,0.644,2011-12
43,Cal Poly (Big West),https://stats.ncaa.org/team/90.0/10942,36,20,0,0.643,2011-12
43,Arizona St. (Pac-12),https://stats.ncaa.org/team/28.0/10942,36,20,0,0.643,2011-12
43,Cornell (Ivy League),https://stats.ncaa.org/team/167.0/10942,31,17,1,0.643,2011-12
46,Samford (SoCon),https://stats.ncaa.org/team/625.0/10942,41,23,0,0.641,2011-12
47,Wright St. (Horizon),https://stats.ncaa.org/team/810.0/10942,37,21,0,0.638,2011-12
48,St. John's (NY) (AAC),https://stats.ncaa.org/team/603.0/10942,40,23,0,0.635,2011-12
49,Illinois St. (MVC),https://stats.ncaa.org/team/299.0/10942,33,19,0,0.635,2011-12
50,Col. of Charleston (SoCon),https://stats.ncaa.org/team/1014.0/10942,38,22,0,0.633,2011-12
50,South Fla. (AAC),https://stats.ncaa.org/team/651.0/10942,38,22,0,0.633,2011-12
52,Cal St. Fullerton (Big West),https://stats.ncaa.org/team/97.0/10942,36,21,0,0.632,2011-12
53,UNCW (CAA),https://stats.ncaa.org/team/460.0/10942,39,23,0,0.629,2011-12
54,Oklahoma (Big 12),https://stats.ncaa.org/team/522.0/10942,42,25,0,0.627,2011-12
55,Mississippi St. (SEC),https://stats.ncaa.org/team/430.0/10942,40,24,0,0.625,2011-12
55,Austin Peay (OVC),https://stats.ncaa.org/team/43.0/10942,40,24,0,0.625,2011-12
57,USC Upstate (ASUN),https://stats.ncaa.org/team/10411.0/10942,33,20,0,0.623,2011-12
58,Belmont (ASUN),https://stats.ncaa.org/team/14927.0/10942,39,24,0,0.619,2011-12
59,Virginia Tech (ACC),https://stats.ncaa.org/team/742.0/10942,34,21,0,0.618,2011-12
60,Michigan St. (Big Ten),https://stats.ncaa.org/team/416.0/10942,37,23,0,0.617,2011-12
61,Pepperdine (WCC),https://stats.ncaa.org/team/541.0/10942,36,23,0,0.610,2011-12
61,Miami (FL) (ACC),https://stats.ncaa.org/team/415.0/10942,36,23,0,0.610,2011-12
63,Gonzaga (WCC),https://stats.ncaa.org/team/260.0/10942,34,22,0,0.607,2011-12
63,Hofstra (CAA),https://stats.ncaa.org/team/283.0/10942,34,22,0,0.607,2011-12
65,New Mexico (Mountain West),https://stats.ncaa.org/team/473.0/10942,37,24,0,0.607,2011-12
66,Stetson (ASUN),https://stats.ncaa.org/team/678.0/10942,35,23,0,0.603,2011-12
66,Nebraska (Big Ten),https://stats.ncaa.org/team/463.0/10942,35,23,0,0.603,2011-12
68,Oral Roberts (Summit League),https://stats.ncaa.org/team/527.0/10942,38,25,0,0.603,2011-12
69,Holy Cross (Patriot),https://stats.ncaa.org/team/285.0/10942,33,22,0,0.600,2011-12
70,East Carolina (CUSA),https://stats.ncaa.org/team/196.0/10942,36,24,1,0.598,2011-12
71,Arkansas St. (Sun Belt),https://stats.ncaa.org/team/30.0/10942,34,23,0,0.596,2011-12
72,Georgia Tech (ACC),https://stats.ncaa.org/team/255.0/10942,38,26,0,0.594,2011-12
73,Monmouth (NEC),https://stats.ncaa.org/team/439.0/10942,35,24,0,0.593,2011-12
73,New Mexico St. (WAC),https://stats.ncaa.org/team/472.0/10942,35,24,0,0.593,2011-12
75,Fla. Atlantic (Sun Belt),https://stats.ncaa.org/team/229.0/10942,32,22,0,0.593,2011-12
76,UT Arlington (Southland),https://stats.ncaa.org/team/702.0/10942,36,25,0,0.590,2011-12
77,Ole Miss (SEC),https://stats.ncaa.org/team/433.0/10942,37,26,0,0.587,2011-12
78,Seton Hall (AAC),https://stats.ncaa.org/team/635.0/10942,34,24,0,0.586,2011-12
79,Valparaiso (Horizon),https://stats.ncaa.org/team/735.0/10942,35,25,0,0.583,2011-12
79,Wichita St. (MVC),https://stats.ncaa.org/team/782.0/10942,35,25,0,0.583,2011-12
81,Wake Forest (ACC),https://stats.ncaa.org/team/749.0/10942,33,24,0,0.579,2011-12
81,George Mason (CAA),https://stats.ncaa.org/team/248.0/10942,33,24,0,0.579,2011-12
83,UTRGV (GWC),https://stats.ncaa.org/team/536.0/10942,30,22,0,0.577,2011-12
83,Texas (Big 12),https://stats.ncaa.org/team/703.0/10942,30,22,0,0.577,2011-12
85,Kennesaw St. (ASUN),https://stats.ncaa.org/team/1157.0/10942,34,25,0,0.576,2011-12
85,VCU (CAA),https://stats.ncaa.org/team/740.0/10942,34,25,0,0.576,2011-12
87,Eastern Ky. (OVC),https://stats.ncaa.org/team/202.0/10942,31,23,0,0.574,2011-12
88,Western Caro. (SoCon),https://stats.ncaa.org/team/769.0/10942,32,24,0,0.571,2011-12
88,Texas St. (Southland),https://stats.ncaa.org/team/670.0/10942,32,24,0,0.571,2011-12
88,Maryland (ACC),https://stats.ncaa.org/team/392.0/10942,32,24,0,0.571,2011-12
88,Dartmouth (Ivy League),https://stats.ncaa.org/team/172.0/10942,24,18,0,0.571,2011-12
88,Southern Miss. (CUSA),https://stats.ncaa.org/team/664.0/10942,32,24,0,0.571,2011-12
93,Rhode Island (Atlantic 10),https://stats.ncaa.org/team/572.0/10942,33,25,1,0.568,2011-12
94,North Florida (ASUN),https://stats.ncaa.org/team/2711.0/10942,31,24,0,0.564,2011-12
95,Longwood (Longwood),https://stats.ncaa.org/team/363.0/10942,27,21,0,0.563,2011-12
96,Nevada (WAC),https://stats.ncaa.org/team/466.0/10942,32,25,0,0.561,2011-12
96,Oklahoma St. (Big 12),https://stats.ncaa.org/team/521.0/10942,32,25,0,0.561,2011-12
98,Elon (SoCon),https://stats.ncaa.org/team/1068.0/10942,33,26,0,0.559,2011-12
99,Bethune-Cookman (MEAC),https://stats.ncaa.org/team/61.0/10942,34,27,0,0.557,2011-12
100,Vanderbilt (SEC),https://stats.ncaa.org/team/736.0/10942,35,28,0,0.556,2011-12
100,Clemson (ACC),https://stats.ncaa.org/team/147.0/10942,35,28,0,0.556,2011-12
102,William & Mary (CAA),https://stats.ncaa.org/team/786.0/10942,31,25,0,0.554,2011-12
102,Rutgers (AAC),https://stats.ncaa.org/team/587.0/10942,31,25,0,0.554,2011-12
102,UC Irvine (Big West),https://stats.ncaa.org/team/109.0/10942,31,25,0,0.554,2011-12
105,Ohio St. (Big Ten),https://stats.ncaa.org/team/518.0/10942,33,27,0,0.550,2011-12
105,Ga. Southern (SoCon),https://stats.ncaa.org/team/253.0/10942,33,27,0,0.550,2011-12
105,Canisius (MAAC),https://stats.ncaa.org/team/116.0/10942,33,27,0,0.550,2011-12
105,Manhattan (MAAC),https://stats.ncaa.org/team/381.0/10942,33,27,0,0.550,2011-12
109,Washington (Pac-12),https://stats.ncaa.org/team/756.0/10942,30,25,0,0.545,2011-12
109,Hawaii (WAC),https://stats.ncaa.org/team/277.0/10942,30,25,0,0.545,2011-12
111,FIU (Sun Belt),https://stats.ncaa.org/team/231.0/10942,31,26,0,0.544,2011-12
111,Georgia (SEC),https://stats.ncaa.org/team/257.0/10942,31,26,0,0.544,2011-12
113,Evansville (MVC),https://stats.ncaa.org/team/219.0/10942,32,27,0,0.542,2011-12
114,Missouri (Big 12),https://stats.ncaa.org/team/434.0/10942,33,28,0,0.541,2011-12
115,Central Mich. (MAC),https://stats.ncaa.org/team/129.0/10942,34,29,0,0.540,2011-12
116,Central Conn. St. (NEC),https://stats.ncaa.org/team/127.0/10942,28,24,0,0.538,2011-12
117,California (Pac-12),https://stats.ncaa.org/team/107.0/10942,29,25,0,0.537,2011-12
118,Richmond (Atlantic 10),https://stats.ncaa.org/team/575.0/10942,30,26,0,0.536,2011-12
119,Delaware (CAA),https://stats.ncaa.org/team/180.0/10942,31,27,0,0.534,2011-12
119,Notre Dame (AAC),https://stats.ncaa.org/team/513.0/10942,31,27,0,0.534,2011-12
121,UConn (AAC),https://stats.ncaa.org/team/164.0/10942,31,27,1,0.534,2011-12
122,Indiana (Big Ten),https://stats.ncaa.org/team/306.0/10942,32,28,0,0.533,2011-12
122,Gardner-Webb (Big South),https://stats.ncaa.org/team/1092.0/10942,32,28,0,0.533,2011-12
124,Prairie View (SWAC),https://stats.ncaa.org/team/553.0/10942,28,25,0,0.528,2011-12
124,Illinois (Big Ten),https://stats.ncaa.org/team/301.0/10942,28,25,0,0.528,2011-12
126,Texas Tech (Big 12),https://stats.ncaa.org/team/700.0/10942,29,26,0,0.527,2011-12
127,Toledo (MAC),https://stats.ncaa.org/team/709.0/10942,30,27,0,0.526,2011-12
128,Southern Ill. (MVC),https://stats.ncaa.org/team/659.0/10942,31,28,0,0.525,2011-12
128,Middle Tenn. (Sun Belt),https://stats.ncaa.org/team/419.0/10942,31,28,0,0.525,2011-12
128,Sacramento St. (WAC),https://stats.ncaa.org/team/102.0/10942,31,28,0,0.525,2011-12
128,Fresno St. (WAC),https://stats.ncaa.org/team/96.0/10942,31,28,0,0.525,2011-12
128,Auburn (SEC),https://stats.ncaa.org/team/37.0/10942,31,28,0,0.525,2011-12
128,Memphis (CUSA),https://stats.ncaa.org/team/404.0/10942,31,28,0,0.525,2011-12
134,Portland (WCC),https://stats.ncaa.org/team/551.0/10942,27,25,0,0.519,2011-12
135,Penn St. (Big Ten),https://stats.ncaa.org/team/539.0/10942,29,27,0,0.518,2011-12
135,Minnesota (Big Ten),https://stats.ncaa.org/team/428.0/10942,29,27,0,0.518,2011-12
137,UAB (CUSA),https://stats.ncaa.org/team/9.0/10942,32,30,0,0.516,2011-12
137,ULM (Sun Belt),https://stats.ncaa.org/team/498.0/10942,32,30,0,0.516,2011-12
139,Princeton (Ivy League),https://stats.ncaa.org/team/554.0/10942,20,19,0,0.513,2011-12
140,Long Beach St. (Big West),https://stats.ncaa.org/team/99.0/10942,28,27,0,0.509,2011-12
140,Villanova (AAC),https://stats.ncaa.org/team/739.0/10942,28,27,0,0.509,2011-12
140,Morehead St. (OVC),https://stats.ncaa.org/team/444.0/10942,28,27,0,0.509,2011-12
143,Radford (Big South),https://stats.ncaa.org/team/563.0/10942,29,28,1,0.509,2011-12
144,Miami (OH) (MAC),https://stats.ncaa.org/team/414.0/10942,30,29,0,0.508,2011-12
145,Dayton (Atlantic 10),https://stats.ncaa.org/team/175.0/10942,31,30,0,0.508,2011-12
146,Xavier (Atlantic 10),https://stats.ncaa.org/team/812.0/10942,28,28,0,0.500,2011-12
146,Pittsburgh (AAC),https://stats.ncaa.org/team/545.0/10942,28,28,0,0.500,2011-12
146,Washington St. (Pac-12),https://stats.ncaa.org/team/754.0/10942,28,28,0,0.500,2011-12
146,Milwaukee (Horizon),https://stats.ncaa.org/team/797.0/10942,27,27,0,0.500,2011-12
146,Marist (MAAC),https://stats.ncaa.org/team/386.0/10942,25,25,0,0.500,2011-12
146,Maine (America East),https://stats.ncaa.org/team/380.0/10942,28,28,0,0.500,2011-12
146,LMU (CA) (WCC),https://stats.ncaa.org/team/370.0/10942,27,27,0,0.500,2011-12
146,Eastern Ill. (OVC),https://stats.ncaa.org/team/201.0/10942,29,29,0,0.500,2011-12
146,UC Santa Barbara (Big West),https://stats.ncaa.org/team/104.0/10942,28,28,0,0.500,2011-12
146,Bradley (MVC),https://stats.ncaa.org/team/72.0/10942,27,27,1,0.500,2011-12
146,Massachusetts (Atlantic 10),https://stats.ncaa.org/team/400.0/10942,22,22,0,0.500,2011-12
157,San Francisco (WCC),https://stats.ncaa.org/team/629.0/10942,29,30,0,0.492,2011-12
158,Ohio (MAC),https://stats.ncaa.org/team/519.0/10942,28,29,0,0.491,2011-12
159,Fairfield (MAAC),https://stats.ncaa.org/team/220.0/10942,27,28,0,0.491,2011-12
159,Louisiana Tech (WAC),https://stats.ncaa.org/team/366.0/10942,27,28,0,0.491,2011-12
161,Creighton (MVC),https://stats.ncaa.org/team/169.0/10942,28,30,0,0.483,2011-12
161,Jacksonville St. (OVC),https://stats.ncaa.org/team/315.0/10942,28,30,0,0.483,2011-12
161,Troy (Sun Belt),https://stats.ncaa.org/team/716.0/10942,28,30,0,0.483,2011-12
164,Santa Clara (WCC),https://stats.ncaa.org/team/631.0/10942,26,28,0,0.481,2011-12
164,Little Rock (Sun Belt),https://stats.ncaa.org/team/32.0/10942,26,28,0,0.481,2011-12
164,Nicholls (Southland),https://stats.ncaa.org/team/483.0/10942,26,28,0,0.481,2011-12
167,NJIT (GWC),https://stats.ncaa.org/team/471.0/10942,25,27,0,0.481,2011-12
167,UNC Greensboro (SoCon),https://stats.ncaa.org/team/459.0/10942,25,27,0,0.481,2011-12
169,St. Bonaventure (Atlantic 10),https://stats.ncaa.org/team/596.0/10942,23,25,0,0.479,2011-12
170,Furman (SoCon),https://stats.ncaa.org/team/244.0/10942,28,31,0,0.475,2011-12
170,High Point (Big South),https://stats.ncaa.org/team/19651.0/10942,28,31,0,0.475,2011-12
172,UC Davis (Big West),https://stats.ncaa.org/team/108.0/10942,27,30,0,0.474,2011-12
173,Western Mich. (MAC),https://stats.ncaa.org/team/774.0/10942,26,29,0,0.473,2011-12
174,FDU (NEC),https://stats.ncaa.org/team/222.0/10942,25,28,1,0.472,2011-12
175,Texas Southern (SWAC),https://stats.ncaa.org/team/699.0/10942,25,28,0,0.472,2011-12
176,Binghamton (America East),https://stats.ncaa.org/team/62.0/10942,23,26,0,0.469,2011-12
177,Columbia (Ivy League),https://stats.ncaa.org/team/158.0/10942,21,24,0,0.467,2011-12
178,Towson (CAA),https://stats.ncaa.org/team/711.0/10942,27,31,0,0.466,2011-12
178,Kansas St. (Big 12),https://stats.ncaa.org/team/327.0/10942,27,31,0,0.466,2011-12
180,Iowa (Big Ten),https://stats.ncaa.org/team/312.0/10942,23,27,0,0.460,2011-12
181,Houston Christian (GWC),https://stats.ncaa.org/team/287.0/10942,28,33,0,0.459,2011-12
182,Grambling (SWAC),https://stats.ncaa.org/team/261.0/10942,22,26,0,0.458,2011-12
183,UNLV (Mountain West),https://stats.ncaa.org/team/465.0/10942,26,31,0,0.456,2011-12
183,FGCU (ASUN),https://stats.ncaa.org/team/28755.0/10942,26,31,0,0.456,2011-12
185,UNC Asheville (Big South),https://stats.ncaa.org/team/456.0/10942,25,30,0,0.455,2011-12
185,Lipscomb (ASUN),https://stats.ncaa.org/team/28600.0/10942,25,30,0,0.455,2011-12
185,Central Ark. (Southland),https://stats.ncaa.org/team/1004.0/10942,25,30,0,0.455,2011-12
185,CSU Bakersfield (CSU Bakersfield),https://stats.ncaa.org/team/94.0/10942,25,30,0,0.455,2011-12
189,Saint Mary's (CA) (WCC),https://stats.ncaa.org/team/610.0/10942,24,29,0,0.453,2011-12
189,Georgetown (AAC),https://stats.ncaa.org/team/251.0/10942,24,29,0,0.453,2011-12
191,Northeastern (CAA),https://stats.ncaa.org/team/500.0/10942,23,28,0,0.451,2011-12
192,Northern Colo. (GWC),https://stats.ncaa.org/team/502.0/10942,27,33,0,0.450,2011-12
193,BYU (WCC),https://stats.ncaa.org/team/77.0/10942,22,27,0,0.449,2011-12
194,Eastern Mich. (MAC),https://stats.ncaa.org/team/204.0/10942,25,31,0,0.446,2011-12
194,Oakland (Summit League),https://stats.ncaa.org/team/514.0/10942,25,31,0,0.446,2011-12
196,McNeese (Southland),https://stats.ncaa.org/team/402.0/10942,24,30,0,0.444,2011-12
197,Navy (Patriot),https://stats.ncaa.org/team/726.0/10942,23,29,0,0.442,2011-12
198,SFA (Southland),https://stats.ncaa.org/team/676.0/10942,26,33,0,0.441,2011-12
199,Norfolk St. (MEAC),https://stats.ncaa.org/team/485.0/10942,22,28,0,0.440,2011-12
200,Sacred Heart (NEC),https://stats.ncaa.org/team/590.0/10942,25,32,0,0.439,2011-12
200,Saint Joseph's (Atlantic 10),https://stats.ncaa.org/team/606.0/10942,25,32,0,0.439,2011-12
202,Georgia St. (CAA),https://stats.ncaa.org/team/254.0/10942,24,31,0,0.436,2011-12
202,Tennessee (SEC),https://stats.ncaa.org/team/694.0/10942,24,31,0,0.436,2011-12
204,CSUN (Big West),https://stats.ncaa.org/team/101.0/10942,23,30,0,0.434,2011-12
204,Louisiana (Sun Belt),https://stats.ncaa.org/team/671.0/10942,23,30,0,0.434,2011-12
206,San Diego St. (Mountain West),https://stats.ncaa.org/team/626.0/10942,26,34,0,0.433,2011-12
207,San Jose St. (WAC),https://stats.ncaa.org/team/630.0/10942,22,29,0,0.431,2011-12
208,Western Ky. (Sun Belt),https://stats.ncaa.org/team/772.0/10942,25,33,0,0.431,2011-12
208,The Citadel (SoCon),https://stats.ncaa.org/team/141.0/10942,25,33,0,0.431,2011-12
210,Bucknell (Patriot),https://stats.ncaa.org/team/83.0/10942,21,28,0,0.429,2011-12
211,Penn (Ivy League),https://stats.ncaa.org/team/540.0/10942,17,23,0,0.425,2011-12
212,Lamar University (Southland),https://stats.ncaa.org/team/346.0/10942,22,30,0,0.423,2011-12
213,A&M-Corpus Christi (Southland),https://stats.ncaa.org/team/26172.0/10942,24,33,0,0.421,2011-12
214,ETSU (ASUN),https://stats.ncaa.org/team/198.0/10942,23,32,0,0.418,2011-12
214,West Virginia (AAC),https://stats.ncaa.org/team/768.0/10942,23,32,0,0.418,2011-12
214,Southern California (Pac-12),https://stats.ncaa.org/team/657.0/10942,23,32,0,0.418,2011-12
217,Kansas (Big 12),https://stats.ncaa.org/team/328.0/10942,24,34,0,0.414,2011-12
218,Murray St. (OVC),https://stats.ncaa.org/team/454.0/10942,23,33,0,0.411,2011-12
219,UAlbany (America East),https://stats.ncaa.org/team/14.0/10942,22,32,1,0.409,2011-12
220,UTSA (Southland),https://stats.ncaa.org/team/706.0/10942,22,32,0,0.407,2011-12
220,UC Riverside (Big West),https://stats.ncaa.org/team/111.0/10942,22,32,0,0.407,2011-12
220,Wofford (SoCon),https://stats.ncaa.org/team/2915.0/10942,22,32,0,0.407,2011-12
223,UIC (Horizon),https://stats.ncaa.org/team/302.0/10942,23,34,0,0.404,2011-12
223,South Alabama (Sun Belt),https://stats.ncaa.org/team/646.0/10942,23,34,0,0.404,2011-12
225,Wagner (NEC),https://stats.ncaa.org/team/748.0/10942,22,33,0,0.400,2011-12
225,Boston College (ACC),https://stats.ncaa.org/team/67.0/10942,22,33,0,0.400,2011-12
225,LIU (NEC),https://stats.ncaa.org/team/361.0/10942,22,33,0,0.400,2011-12
228,Charlotte (Atlantic 10),https://stats.ncaa.org/team/458.0/10942,21,32,0,0.396,2011-12
228,Tennessee Tech (OVC),https://stats.ncaa.org/team/692.0/10942,21,32,0,0.396,2011-12
230,Niagara (MAAC),https://stats.ncaa.org/team/482.0/10942,19,29,0,0.396,2011-12
231,Michigan (Big Ten),https://stats.ncaa.org/team/418.0/10942,22,34,0,0.393,2011-12
231,Rider (MAAC),https://stats.ncaa.org/team/576.0/10942,22,34,0,0.393,2011-12
231,Fordham (Atlantic 10),https://stats.ncaa.org/team/236.0/10942,22,34,0,0.393,2011-12
231,Butler (Horizon),https://stats.ncaa.org/team/87.0/10942,22,34,0,0.393,2011-12
235,Southeast Mo. St. (OVC),https://stats.ncaa.org/team/654.0/10942,23,36,0,0.390,2011-12
236,Iona (MAAC),https://stats.ncaa.org/team/310.0/10942,21,33,0,0.389,2011-12
237,Alabama (SEC),https://stats.ncaa.org/team/8.0/10942,21,34,0,0.382,2011-12
237,Duke (ACC),https://stats.ncaa.org/team/193.0/10942,21,34,0,0.382,2011-12
239,Bowling Green (MAC),https://stats.ncaa.org/team/71.0/10942,20,33,0,0.377,2011-12
